CustomerID,ProductID,Category,PurchaseCount,ProductName
00849945-446c-4f65-948a-01bf6cf12639,1aaf6315-f4b9-4fb4-902a-1b20b88da46b,Electronics,1,Or Item
0087ede1-d0f5-4cb7-ba21-ad2efdf2cacd,a2b49fee-31b8-4ee8-bdec-88e654256551,Clothing,1,So Gadget
00c5e657-0b6b-4a0b-8232-44880da51783,03c733f1-6411-436d-84f6-f81c55b1fe85,Home & Kitchen,1,Store Accessory
00cba302-ca47-44fd-b790-9508e78aedab,16d10d1d-9aba-4002-b3ed-535c3f865f9b,Home & Kitchen,1,Admit Item
00ccd7fa-f5f3-44c9-92ff-606422733cec,3c5d75f0-0b0c-440d-b17e-4f2ddaf4734d,Clothing,1,Believe Item
0127b98d-d15b-4ac9-8572-4b1cfddb731e,1391b5ab-04f3-480c-9e40-9a0d05449ac8,Home & Kitchen,1,Group Device
01291205-14bb-42f7-91d7-7ada23d0f035,08535f38-cb03-4264-91a8-7238a65c26ce,Books,1,Perform Tool
01f9d74f-9289-4d3c-b3df-04bdd4f9abda,52eca69d-ab8f-460d-849a-34196a01fcf5,Clothing,1,Interview Item
027212f1-388a-40c7-983a-e75ff5c8c97b,5c253904-c0f3-4cf9-a6cb-942ed6f1bbd4,Clothing,1,Watch Item
027aa221-5c36-442e-ae72-763febbf4ca5,1834487c-8972-494e-aada-1c0c4406ce18,Home & Kitchen,1,Blood Device
02c05b25-f699-475d-83d6-ab3b851bba5d,33e68e81-78cf-4802-bae2-6264c26c5955,Electronics,2,Class Tool
0352e950-d011-493b-8c8c-76718ac62829,11182f56-ff77-46e0-9bd2-ab3fb6c353ee,Clothing,1,Or Accessory
038c59de-4eb2-4fbe-a8fe-66162261fc30,0e44853f-7a45-400b-ad30-8d017061acb8,Toys & Games,1,Common Gadget
0392d36f-47e8-4354-b752-b83462a97b77,2a71b6af-8e79-4743-a320-24de972782fc,Grooming,1,Including Tool
0479387c-431c-4b7d-ac55-daa1cc18cedd,273acc70-97dd-40eb-9cb1-89b5884e5488,Books,1,Able Item
04882464-721e-4882-add5-60b6500b5c15,717cb81f-9a7b-4df3-a931-27b933957297,Electronics,1,Seven Item
04d2d8c2-2465-4033-912d-2a897b72dbd4,1da4805d-fa32-4668-a651-9c73346238fa,Electronics,1,Full Accessory
053a9d0d-9cf0-43bf-82a4-fb8567a8d1d8,78c03f6f-6572-4530-84b9-90a65dfd7b5b,Home & Kitchen,1,Standard Device
05688e9e-7c9d-41c3-b33a-0764eddde18e,24ec6b91-cfbe-4857-afa1-4863fd88e626,Books,1,Ago Accessory
056efa21-b63e-450b-855f-602738883666,3ec3a4ec-9311-47ed-a1af-218671f896b6,Grooming,1,Free Item
05d7b3e3-2139-4d3e-af51-c955db2066f3,08123435-71ce-4b16-aab6-57996a1d0aae,Electronics,1,Level Tool
05f34d24-dd71-4483-bfe3-1b02baaf4eab,98118517-b88c-43cf-bb0b-833250d175c6,Home & Kitchen,1,Into Item
06720638-6f48-4e76-96f7-3617c930ea81,e6663d2b-388c-44ba-9498-1ac89828ffe4,Home & Kitchen,1,Film Tool
06dae348-48ea-4407-9f19-b50e56994a92,831b9dfa-feff-4e0c-a2c1-c3a39060b25b,Electronics,1,Impact Accessory
06ffe81d-d038-4555-aaca-46c7eba582da,ae84da21-1c2e-4ede-a854-fd6f3970712f,Grooming,1,Worry Gadget
07eb0867-307c-4da7-9b24-a350641b3649,47383451-bf35-435b-9fe7-0a4e646a40d2,Home & Kitchen,1,Attack Device
08525068-0a48-4b3d-8c0c-aaeab00a39f6,0fc2d2c2-4810-44d5-89c0-42b084ef2eb7,Clothing,1,Director Accessory
085b1124-69fa-4033-9022-b4780c93cdbd,00bc0a78-2f79-4801-9e94-b99285be5962,Grooming,1,Region Accessory
0870636e-3c4a-49ae-b04e-040589002e8f,33e68e81-78cf-4802-bae2-6264c26c5955,Electronics,1,Class Tool
0886e106-474d-451d-9fd4-c4fe823dff46,6ad2c871-b97e-482e-879f-1f1e8adde1a7,Books,1,Thought Gadget
08c4007b-820e-4d87-8c46-8db528e2e856,2a9bbac2-ad67-4f99-9ec7-a12637d42ef6,Toys & Games,1,Yourself Item
08d854b7-b774-4a89-806e-0288682b0ba9,0394668b-8087-428c-bf2f-1b7c967ec967,Books,1,Usually Tool
08ee7f00-6b40-4300-b559-b2229586b52e,086594a2-a208-456b-9061-59a6fcb0de93,Grooming,1,Old Device
0a1a7825-ee00-437a-9045-b332a70a9ab7,1834487c-8972-494e-aada-1c0c4406ce18,Home & Kitchen,1,Blood Device
0a22f791-045e-42cd-9135-0135cd5b91ee,60e3ed95-1400-4425-9087-319ab6a9074d,Clothing,1,Avoid Device
0a569e84-96c0-461c-9c74-7738410fda5e,21c6e5e0-c7fb-401e-a2f9-e2e50120ce8f,Clothing,1,Including Tool
0b1a9d83-1842-43eb-a0a9-4b39ae7ce0a4,286a6370-9942-4fb6-82ed-826c5c00b901,Home & Kitchen,1,Buy Device
0b317811-b800-41c4-9e31-bfd0522263e7,14568827-ba50-4978-bb08-457107d6b316,Electronics,1,None Item
0bc1cf1a-f76d-467e-b346-319335f5a8f1,583e887f-7c87-4dd6-8fda-1087d0197589,Books,1,Ok Gadget
0c0a8f9c-6abe-4805-9341-daac77236245,0edb4e1b-4fc7-4e88-8b78-2d23dbe56326,Clothing,1,Game Gadget
0c6470a1-6653-4671-a843-be2733c8f11a,405254a5-0815-438a-9e63-0f6675dac6d2,Grooming,1,Model Tool
0c7048b1-6b92-4cfd-b70b-11227d05ba72,39013af6-089a-46f4-9f1a-850b0903c3b3,Electronics,1,Without Accessory
0cad01ef-4388-4184-b923-cefd32e86405,09ef1c6d-86dd-4755-8a51-56632014418a,Grooming,1,Kind Gadget
0d54459a-5f10-45ee-ac7b-a2e728d9f65b,15268fb1-5d08-459c-92bd-fe1d1574c554,Home & Kitchen,1,Report Device
0dbabf2b-4934-45c7-8138-ed23680c2e22,1391b5ab-04f3-480c-9e40-9a0d05449ac8,Home & Kitchen,1,Group Device
0dde95ae-4628-4dff-8b73-f18aa9ea552c,17e9e463-fa72-4647-8a38-4f680330eae6,Electronics,1,Break Accessory
0f2da294-628a-4cee-8687-d75d72c4a580,099415a1-36ce-451c-83a2-810608eac402,Electronics,1,End Device
0f5a1abc-69a6-4411-8878-d24e4e42e741,7773f7a5-4f10-489e-a561-1f332342556d,Grooming,1,Fall Gadget
0f966322-5813-43df-8131-b12ffc46907c,04697b66-383a-4d0f-98ad-b4cf7f1cb8fa,Electronics,1,Pretty Gadget
0febe9e1-7698-4788-af01-5316c29249fb,3edba62d-62db-4a7e-8a90-a7fe948159c4,Clothing,1,Worker Item
108995b1-dd7e-48c1-9d45-b71b4717942d,2d260f81-f6a0-4eeb-80e3-4623fcab6e2d,Books,1,Read Item
10dd74af-1610-46df-ab20-e6cbd3ff8446,172dd57b-9c62-4b7d-893b-500ed52fdb3f,Home & Kitchen,1,Least Tool
11558fa4-1357-48c1-a687-30756ab033a4,2b7c4285-245b-4eb4-b0df-f5526e8b0cb6,Books,1,Ball Gadget
11a18a72-ae14-4831-85a6-dc7f1639a94e,12cf8e59-3e62-42ce-83e0-c88e4c7e32c4,Home & Kitchen,1,Knowledge Tool
12343e70-cb71-4635-a5ac-7da602ea4f2b,7aea05a4-6359-45d1-9105-d84cc3263642,Clothing,1,Smile Device
12a61697-2d52-4598-a1cf-ffb37372f0c3,94ca8843-592f-4c99-98c0-d3e96660f434,Electronics,1,Require Item
12b56ed5-ab3d-41c9-b5a9-69e91932dd47,361e318f-50b8-4d31-8c7c-f51ef6336fc0,Home & Kitchen,1,Require Tool
12d80553-b5f9-4460-82e8-071b4540c895,335a2e5e-2891-4182-9520-ee06aa95f5a2,Home & Kitchen,1,Full Tool
131cb845-1236-4d42-8143-4b1194af2553,08535f38-cb03-4264-91a8-7238a65c26ce,Books,1,Perform Tool
139a0519-2d2e-4591-802a-81473e5cb976,9169bd11-71e9-483c-924a-bf3d80b4b198,Books,1,Rise Item
13a769ff-e8e0-4e7f-bb03-4010985fa843,0103a560-2deb-4db9-84fb-d88394bea575,Toys & Games,1,Nice Tool
13d3bb67-d39a-4cd9-ab6e-eae3d875cb94,1c5b5474-7394-4fa0-b49c-ddc935070585,Grooming,1,Response Item
140edf79-fb7c-41b4-9bc3-b14ea1603ba9,086594a2-a208-456b-9061-59a6fcb0de93,Grooming,1,Old Device
1473d324-f664-4494-b7bd-cec15295a0ba,09be7f99-db41-42cf-9e4f-91d66017dea2,Electronics,1,Day Device
1514ae0c-a2b5-4bc0-9234-9b341bbdda1c,2cbf339f-cd28-4972-a9f0-f4c8aebcdcd6,Clothing,1,Collection Device
15342c9a-8653-475d-83d6-07adebecd25e,12c6b87a-8e76-4e71-a22e-d2643fc83685,Clothing,1,Must Device
155d0d15-f87e-48e8-8aad-4c5f63b7f730,62e4d432-acb6-4b17-8cf6-2373ce96e6fc,Clothing,1,Individual Item
15918d62-104e-4a17-8dc4-fb3cbf6e83ea,64cbb204-4178-4757-a7ac-59f1d810eae3,Electronics,1,Race Gadget
15928958-7532-4f14-a1dc-1cb64cbb1dec,00bc0a78-2f79-4801-9e94-b99285be5962,Grooming,1,Region Accessory
159c52a8-1b03-4556-a031-54769863501f,e5ac7e14-7d6b-44ac-969b-ff893247a2b9,Clothing,1,Break Gadget
159e1eb3-d02d-4a92-870c-aa055c267c81,0103a560-2deb-4db9-84fb-d88394bea575,Toys & Games,1,Nice Tool
15b06671-9ea1-4637-b15e-31d3958571c8,3a72aa2f-c8d5-41ba-96d9-8cc256ebb57f,Electronics,1,Maybe Accessory
15e4212d-d3d3-436b-89cb-ab6319c79e3e,4df43329-9011-4ded-abaa-7f1710569e3a,Electronics,1,Wide Accessory
15f35ec0-55db-4171-a6d3-60e38533a404,457be892-8595-4c3c-8915-4974790e2fc6,Grooming,1,Away Tool
1601c838-44a0-45af-8ed8-47a41f0c2542,1770e12e-6b47-446c-9558-078cc4bc1961,Home & Kitchen,1,Think Tool
166246c3-a138-44ef-b6d0-6e5b73e97696,1126449a-5bc1-49e7-85d0-d5f7f5e463ac,Toys & Games,1,List Gadget
16629c5c-4f65-44ed-adf5-87fca5287126,19f6cf7e-559f-4a26-bc8c-6941650200fe,Toys & Games,1,Can Item
1676a522-7740-4e2f-8c1d-bdcfa7e658ed,409878ab-7ff0-46a6-9f9a-894f09c12265,Electronics,1,Fact Gadget
167a30ed-3eda-41a3-b7ed-c30a444fba3a,361e318f-50b8-4d31-8c7c-f51ef6336fc0,Home & Kitchen,1,Require Tool
16926dde-7cc3-4609-8898-03d55849058f,34b819e8-9fa4-4fe2-a5b2-e655ed265e59,Electronics,1,Customer Tool
16f82d8d-7b4e-482c-ad78-eb321ee321ae,2c4eb7af-3d30-4aed-b5ec-e1e363957fe3,Grooming,1,Newspaper Item
17bffa6e-f7d2-4cb9-8e90-3ed4f34d07ea,2b287e9c-893d-417b-af39-1079274722f1,Clothing,1,Talk Tool
17cf9c11-6f77-44be-8429-91ff569b8dd0,1834487c-8972-494e-aada-1c0c4406ce18,Home & Kitchen,1,Blood Device
1829f643-7712-4a91-93f8-dff7aa69d38b,0fc2d2c2-4810-44d5-89c0-42b084ef2eb7,Clothing,1,Director Accessory
183b3f77-e05d-4fb9-9e8b-7cfac2c14c18,0d7c21e0-06d3-4b44-9e6f-22fc1e8f28f6,Clothing,1,Again Accessory
18cf16ab-6f34-4a82-b2a6-e9433f4dc182,48882c35-caa4-49c4-9ff2-88a8ba69bb54,Toys & Games,1,Card Gadget
18f07f07-4184-4f1d-a94e-a832b388f155,07b67fd5-d8b5-4c76-af5c-08c72453aa83,Home & Kitchen,1,In Gadget
19ec4f28-7ab0-4fd9-bf6b-3a4a25289bb4,037a0c4e-ee87-45db-b16d-cd5f0615d477,Grooming,1,Pull Tool
1a3f1cb7-519d-4107-9908-df1a4efe5b75,34b819e8-9fa4-4fe2-a5b2-e655ed265e59,Electronics,1,Customer Tool
1a95b46c-34b3-4b09-b17a-74e69094d6e5,14568827-ba50-4978-bb08-457107d6b316,Electronics,1,None Item
1bc88505-a554-4a42-ab52-0a55f03ebcd4,54eb268c-7a36-4d18-8403-c4edff5add01,Electronics,1,Key Accessory
1bdf769d-d299-4fb8-bdbf-4c2eafb4cc08,25061433-fa55-4568-96eb-7fec300a598f,Electronics,1,Street Item
1be94bf0-6f01-4460-9292-d037ec5e1551,0394668b-8087-428c-bf2f-1b7c967ec967,Books,1,Usually Tool
1c20907d-fa48-4fa7-a294-845963c9aaa4,c6f04816-d27b-495d-a6fe-dbc3a65c2c88,Toys & Games,1,Those Gadget
1c37c921-4166-4644-beb0-560d434f6714,dfcb9f52-91d9-48ae-9288-2085a8c1795e,Toys & Games,2,Happy Item
1c8779c8-0322-4cbf-a44c-6861a78fad19,0fc2d2c2-4810-44d5-89c0-42b084ef2eb7,Clothing,1,Director Accessory
1ce1458b-9f86-42e8-9828-6e0a91d1677e,2ca7eb84-b199-4c21-a735-aefcb851f124,Clothing,1,Key Item
1ce8b2e2-4070-46b0-bfeb-2ff157147e0e,48a6e9d7-febb-4d48-9eee-80c536616a2c,Grooming,1,Draw Accessory
1d389875-eab0-4988-8193-7281d7f0a584,0ba6b90d-e5dd-44cc-923d-9ac4132b591f,Books,1,Include Accessory
1d3cb10d-922b-49b3-9d5a-8195c5e5c4bf,0d1036e7-dda8-4f99-9a20-065b2408721e,Clothing,1,Compare Device
1d48bde2-75e0-4abc-967e-85052b826ec6,41b03990-2e15-4f98-8ca1-68c95baf5190,Clothing,1,Car Gadget
1d5d76e8-13a2-4f63-9c52-524a9dff7d37,247082a1-3fde-4cfa-b78c-71ed15cb903d,Home & Kitchen,1,Your Tool
1e6864b5-0536-4807-9a30-a65a30d491af,00bc0a78-2f79-4801-9e94-b99285be5962,Grooming,1,Region Accessory
1e6a1cab-f27e-4782-96a4-cd2192c14ce8,1da4805d-fa32-4668-a651-9c73346238fa,Electronics,1,Full Accessory
1e83f3df-2778-480a-a65a-0e0005efb03f,19e19931-7348-406b-882a-9ae560da22bf,Electronics,1,Real Tool
1ec7bef2-26f7-4438-b130-7f2f97c955ce,2fd07bc1-6bb6-4433-97cc-9807df31ec7e,Home & Kitchen,1,Member Accessory
1f26e19d-eaeb-4df8-8059-0be1bb40cabe,02f2e42f-a28a-4896-aea3-e74e866eafb5,Clothing,1,Use Gadget
1fe0a869-7f9d-458d-b60b-5319d8b671c2,51fde498-e7b0-43db-9f0d-cc3b57741640,Clothing,1,Tree Gadget
20c5575d-4d9d-4abd-a158-3dbd178f0632,12c6b87a-8e76-4e71-a22e-d2643fc83685,Clothing,1,Must Device
212fb8eb-b068-416e-9f31-7ce365dc82f3,15820f22-0da3-4f46-9ccb-05df68900e59,Books,1,Film Accessory
213262ee-b507-4b99-a7fa-b5f5b8ee08fc,1ca4df27-35cc-4e4d-a207-2b7a5f02da72,Grooming,1,General Item
2185e2bd-16d6-4ad0-83b2-b62707394ed0,5d83de7a-5b4d-488d-a602-460036f234d5,Books,1,Seat Device
219cad78-a604-4034-8f41-3c19d812c828,33e4fc42-c1cf-4a9f-bda7-34f72e2a1e31,Electronics,1,Give Item
21d80d3a-ba97-4b02-baab-91113343af47,39013af6-089a-46f4-9f1a-850b0903c3b3,Electronics,1,Without Accessory
21d93e24-0735-4389-882e-897e4980d973,76e19936-f46d-4478-93f5-c6bd85f320cc,Electronics,1,Town Device
21e0b721-727a-4621-ac2c-cb92e27143e5,2fd07bc1-6bb6-4433-97cc-9807df31ec7e,Home & Kitchen,1,Member Accessory
21ecb0c8-0bca-4735-837a-6af5b9ebf32c,2a42c0ea-6cd7-471d-bddf-0f3f300a4500,Clothing,1,Adult Tool
2265f86d-8496-4a35-a89c-0861b26e54d0,0394668b-8087-428c-bf2f-1b7c967ec967,Books,1,Usually Tool
229a1b60-4d99-4771-9fb4-07cb88a27149,037a0c4e-ee87-45db-b16d-cd5f0615d477,Grooming,1,Pull Tool
22b0873c-f96d-4fe3-aca9-c85278224e74,3050d7f9-5630-421f-a88c-ffefd98d39dd,Grooming,1,Dark Item
22d685bf-d35d-4c04-96af-6db46d5b6c06,55c08464-7ba8-4c66-b164-4ef7a2082716,Toys & Games,1,Smile Item
22efcc36-a0d0-40e4-a1bf-07ae40ad3a35,a94c6ddb-1cc6-4ef6-b300-06567cc1b3ee,Electronics,1,Second Accessory
2353a728-d35a-4576-a40f-81513475a9d1,01944e2a-9b1d-4efc-8d56-6949109cb29a,Home & Kitchen,1,Operation Accessory
246670b7-1287-467b-abad-929c03061212,b162c8e5-e474-4d2b-9925-8eaea0ad3e74,Grooming,1,Listen Device
24cb0df5-7ad4-4717-8d51-1b1f8c6e04ea,0e44853f-7a45-400b-ad30-8d017061acb8,Toys & Games,1,Common Gadget
24e3ccc4-c0c4-4f74-8569-4ffc423cfe1b,e026328b-58fd-40f8-829c-d4d3cfc1a660,Grooming,1,East Item
24ee0f39-1a01-4499-b884-46cae08c1da9,6d5c0243-3b41-4da0-a415-590661ddfb57,Electronics,1,Nature Gadget
25428225-27fe-4bcd-8c70-a2a51d23052d,273acc70-97dd-40eb-9cb1-89b5884e5488,Books,1,Able Item
254ad4bc-13bb-4825-acb2-11b1cda450a9,1db866d7-725f-4067-bf9e-a0d726cde3d1,Home & Kitchen,1,Blue Device
25a158c8-8d68-4972-85d0-e1adcbae3af8,0a59a01f-7137-4aec-af23-1557687725ca,Clothing,1,Vote Gadget
25a1e298-2705-4e86-836a-25823b4ed6c9,1c2d3a67-36fa-4193-8132-a32e94893f51,Grooming,1,Reach Accessory
25c82844-3ad0-4cbd-9096-fa219252721c,94ca8843-592f-4c99-98c0-d3e96660f434,Electronics,1,Require Item
25fe62c7-f362-45b4-be8c-6e50cbada614,2f48c343-c36e-437c-9fe1-660db83478e4,Toys & Games,1,Policy Tool
26203f63-21c4-4567-99aa-abe4f745e3f8,47f0a6bc-4feb-479b-a2bd-39fb5fa67162,Electronics,1,Look Device
2669bf73-2150-48b7-b22f-baf73b7147e0,1183479b-decb-4bbf-8383-f24b827c1fa7,Toys & Games,1,Lawyer Device
268ef364-1da9-4465-8375-12903432ad2c,45c76d4c-15d3-4956-b5d2-90beccc552e9,Clothing,1,Wind Gadget
26f91a95-fea0-4e10-bd65-d63e588b71c2,7773f7a5-4f10-489e-a561-1f332342556d,Grooming,1,Fall Gadget
27412cdd-d8d6-496e-aa6a-7918cdef8988,9511bdac-96cb-4f79-b971-426f22a5bef7,Books,1,View Item
2785b581-b6b3-4e4e-8a51-ce3cdda1e8fc,3bbefe33-3395-46a1-a78a-24e2cc491cfc,Toys & Games,1,On Gadget
28060de7-8db9-4e92-b112-597530e4d422,08123435-71ce-4b16-aab6-57996a1d0aae,Electronics,1,Level Tool
2852c6c5-9326-47e1-9988-c66a5c2ec0ca,1da4805d-fa32-4668-a651-9c73346238fa,Electronics,1,Full Accessory
285fad2c-e8ab-4902-9f08-1d638f28af2d,0a59a01f-7137-4aec-af23-1557687725ca,Clothing,1,Vote Gadget
29025eaa-41b8-45b9-9bf1-3a013b1d842c,6d6b94c6-2f10-407c-b4fc-7f15a92a1297,Books,1,There Tool
29a57e34-ad1b-4ca2-8983-ef6d68eb90a9,2ef5fa65-a85b-4d1f-96a2-4abe59d3dbc0,Grooming,1,Somebody Gadget
29aa2fb7-dd9d-42c3-a79b-a6373d34699d,430953df-83a6-4cc5-aeb8-da55a9ff1108,Books,1,Story Accessory
29c9b12d-9272-4ca5-bd91-8c0f69f6b0d8,1391b5ab-04f3-480c-9e40-9a0d05449ac8,Home & Kitchen,1,Group Device
29e5f12d-99ad-4432-a9e3-2b233ccc9d7e,461251ee-4bd6-4900-a038-bb9603a4f0dc,Clothing,1,Return Gadget
2ab1de50-715a-4a08-81ba-79f32b587b63,0927a1da-7c17-4d3d-986d-8d02b11c61b1,Grooming,1,Identify Tool
2ac69ec3-b75f-4375-8872-74cda68e47e5,537d15fb-c3d1-4c6d-8e83-08964294b47e,Books,1,Final Tool
2ad138dc-8ac6-4733-b997-fbfc6cc3a25e,19f6cf7e-559f-4a26-bc8c-6941650200fe,Toys & Games,1,Can Item
2b5d48b0-45ae-46b0-a3ed-67728f040918,4ce39819-8910-4aad-a140-2e5bbaad2f61,Books,1,Window Item
2b8f4c67-9ac7-4fc7-acf6-8c62cfee12bf,09f60643-2863-466b-9657-e1e610d48c55,Grooming,1,Prove Gadget
2c1881cb-32dd-47f6-a683-4057f3f03ba8,00bc0a78-2f79-4801-9e94-b99285be5962,Grooming,1,Region Accessory
2c1ee99e-08f3-4d2b-976b-48e38340f36f,08535f38-cb03-4264-91a8-7238a65c26ce,Books,1,Perform Tool
2c498a38-e45f-42ca-9688-1ee630dc3a9f,01a50166-7541-4bf8-b59e-c0262dd8790d,Clothing,1,Any Tool
2c900f82-9959-4e56-857e-1c7d66c77e1b,04697b66-383a-4d0f-98ad-b4cf7f1cb8fa,Electronics,1,Pretty Gadget
2cda29a0-e770-4621-8d0d-7ddf383b2ef5,30adbf4a-35c2-4f31-901d-a3503124d79c,Toys & Games,1,Ball Accessory
2d13f98a-feec-470f-81b7-1a488447585c,15ae2cd6-760b-46b6-b595-62201c032611,Home & Kitchen,1,Skill Device
2dad3fc9-dfe0-4999-bd82-e58a73375ca9,08b69462-b596-4835-a0d4-582866f8e93a,Clothing,1,Than Accessory
2db2ac6a-b131-4e05-8dbc-2a57cce971f6,0fb1039c-618d-4b3d-9ee7-ca0ef76cbdbd,Clothing,1,Rather Gadget
2dc5da46-1a1b-494a-ad86-446852aa4727,2a031c38-4c9e-4434-9c79-35439ecf11ad,Toys & Games,1,Role Device
2df9fa8b-34e3-458a-ad69-ff14e1463092,0927a1da-7c17-4d3d-986d-8d02b11c61b1,Grooming,1,Identify Tool
2dfcc9c3-ab23-42bb-880b-463139081377,219459a8-b0fa-4dc4-936f-ed8c2ab5158c,Clothing,1,Community Tool
2e59f5e9-5d30-42d1-85d7-a09284f87b34,5ead8c68-fe54-4207-8fd3-57cf017e029c,Grooming,1,Nature Tool
2eda7631-bfcf-4056-a624-365b88c7ed34,0edb4e1b-4fc7-4e88-8b78-2d23dbe56326,Clothing,1,Game Gadget
2f1d1946-c6d0-49e3-95ef-bcc939ab119c,0ba6b90d-e5dd-44cc-923d-9ac4132b591f,Books,1,Include Accessory
